index,temperature,solar_radiation,cloud_cover,humidity,wind_speed
2023-08-26 11:00:00+00:00,59.3807861328125,0.0,5.354008674621582,91.98621368408203,1.6361751031448442
2023-08-26 12:00:00+00:00,58.729241943359376,0.0,0.0,90.0971450805664,0.8241164366756923
2023-08-28 11:00:00+00:00,-459.40000000000003,0.0,43.54697036743164,91.7283706665039,0.9181896115077963
2023-08-28 12:00:00+00:00,56.573889160156256,0.0,17.060291290283203,94.26853942871094,1.6575111436983907
2023-08-28 13:00:00+00:00,-459.40000000000003,0.0,0.0,0.0,0.22766554355621338
2023-08-30 11:00:00+00:00,55.15418090820313,0.0,0.0,75.03025817871094,0.0
2023-08-30 12:00:00+00:00,53.31468505859375,0.0,0.0,0.0,0.2691947235521041
2023-08-31 11:00:00+00:00,59.77947998046875,0.0,0.0,61.155311584472656,2.8223595148452896
2023-08-31 12:00:00+00:00,59.666650390625,0.0,0.0,0.0,2.5473480343253136
2023-09-01 11:00:00+00:00,60.78961791992188,0.0,0.0,35.14039611816406,2.620039079974443
2023-09-01 12:00:00+00:00,57.25718383789062,0.0,0.0,40.9273796081543,1.0245481729507446
2023-09-02 11:00:00+00:00,-459.40000000000003,0.0,0.0,52.413455963134766,0.0
2023-09-02 12:00:00+00:00,63.611181640625006,0.0,0.0,53.32246017456055,1.8260118481659129
2023-09-03 11:00:00+00:00,-459.40000000000003,0.0,0.0,0.0,0.31570637226104736
2023-09-03 12:00:00+00:00,61.39353637695312,0.0,4.0,68.86372375488281,1.8228506047521913
2023-09-04 11:00:00+00:00,59.0509765625,0.0,6.778645038604736,86.853271484375,2.403769229006838
2023-09-04 12:00:00+00:00,57.2854736328125,0.0,4.221312999725342,92.33800506591797,2.3043104136274173
2023-09-05 11:00:00+00:00,58.91611938476562,0.0,0.0,46.26293182373047,0.0
2023-09-05 12:00:00+00:00,56.04627075195313,0.0,0.0,48.7291145324707,2.2308680989768415
2023-09-06 11:00:00+00:00,-459.40000000000003,0.0,0.0,65.83837127685547,0.09850611537694931
2023-09-06 12:00:00+00:00,50.384796142578125,0.0,0.0,70.52471160888672,0.30884260653350315
2023-09-07 11:00:00+00:00,52.80277709960937,0.0,1.7599186897277832,0.0,0.0
2023-09-07 12:00:00+00:00,-459.40000000000003,0.0,0.0,56.557987213134766,1.5398252613185732
2023-09-08 11:00:00+00:00,-459.40000000000003,0.0,0.0,0.0,0.0
2023-09-08 12:00:00+00:00,-459.40000000000003,0.0,0.0,59.364501953125,1.119680404663086
2023-09-09 11:00:00+00:00,-459.40000000000003,0.0,0.0,52.45950698852539,3.298187249652497
2023-09-09 12:00:00+00:00,55.078759765625,0.0,0.0,48.2313346862793,3.1057993379478575
2023-09-10 11:00:00+00:00,56.3753662109375,0.0,0.0,95.34234619140625,1.8262033535867022
2023-09-10 12:00:00+00:00,58.13696899414063,0.0,100.0,93.38999938964844,2.5121672074926864
2023-09-11 11:00:00+00:00,55.394561767578125,0.0,28.32767105102539,95.98072052001953,0.9135057930576899
2023-09-11 12:00:00+00:00,54.61299438476563,0.0,88.95521545410156,93.77230072021484,0.6171178561998264
2023-09-12 11:00:00+00:00,-459.40000000000003,0.0,0.0,0.0,1.064879869785945
2023-09-12 12:00:00+00:00,48.44708251953125,0.0,0.0,89.27890014648438,1.6474151611328125
2023-09-13 11:00:00+00:00,50.185723876953126,0.0,0.0,0.0,0.0
2023-09-13 12:00:00+00:00,49.185583496093756,0.0,1.271338701248169,71.09468078613281,1.0669311610555687
2023-09-13 20:00:00+00:00,80.106494140625,0.0,1.7786872386932373,0.0,1.5481697123306664
2023-09-13 21:00:00+00:00,80.34297485351563,731.2421875,0.0,20.427881240844727,1.2005085549269094
2023-09-14 02:00:00+00:00,68.30267333984375,0.0,0.0,0.0,3.3249139082335963
2023-09-14 03:00:00+00:00,63.29988403320313,0.0,0.0,35.52420425415039,0.7055256755059125
2023-09-14 04:00:00+00:00,62.70294189453125,0.0,0.0,31.0833797454834,0.004157283343374729
2023-09-14 05:00:00+00:00,58.39844360351563,0.0,33.4304313659668,49.146060943603516,1.8171396765017331
2023-09-14 06:00:00+00:00,-459.40000000000003,0.0,0.0,48.201507568359375,2.332245186200162
2023-09-14 07:00:00+00:00,55.8752685546875,0.0,0.0,57.34469223022461,1.147679789238596
2023-09-14 08:00:00+00:00,53.78627319335938,0.0,0.0,66.63246154785156,1.3333939695023451
2023-09-14 09:00:00+00:00,-459.40000000000003,0.0,0.0,64.2301254272461,0.0
2023-09-14 10:00:00+00:00,-459.40000000000003,0.0,0.0,68.3889389038086,0.0
2023-09-14 11:00:00+00:00,50.74696044921875,0.0,0.0,67.18367004394531,0.46278488598337986
2023-09-14 12:00:00+00:00,49.0918701171875,0.0,2.045954465866089,79.36666870117188,1.7754948378077358
2023-09-14 13:00:00+00:00,49.747918701171876,23.382028579711914,24.292098999023438,77.82799530029297,2.353358814025953
2023-09-14 14:00:00+00:00,54.741369628906256,375.5104064941406,0.0,80.24031066894531,1.2320467233657837
2023-09-15 12:00:00+00:00,55.00987548828125,0.0,100.0,90.1485595703125,0.0
